user_name,user_id,web,sex,time,play_time,score,comment,phone,huanle,dianzan,dianxia
伞,3570845,https://www.taptap.com/user/3570845,gender-empty,2017-11-07 22:14:45,,5,以前你们说什么这游戏做的这么好居然免费，现在它连着1的钱一起收你们还不乐意了。别跟我说什么游戏难度第了，它为什么会这样你们心里没点b数?你们说这游戏谁代理的？明白了吧，那还不快打出你们的五星，和我一起gtmd腾讯,GIONEE GIONEE S10C,,1,
兜兜里藏糖的猫,5355110,https://www.taptap.com/user/5355110,gender-empty,2017-11-08 04:54:42,,5,很开心在生日当天收到游戏正式上线提示，第一时间就下了，昨天没时间玩于是熬夜游戏通关了，大都能明显感受到的是游戏难度下降了，亲子之间的互动还是很暖的，能自己画通关图腾挺有趣的，我最喜欢树的那一关，很漂亮，最后暗变亮的地方挺惊艳的。,,,,
✘樱井凌沫♚,5632405,https://www.taptap.com/user/5632405,gender-empty,2017-11-07 21:24:13,,5,当初玩一代的时候可是连教学关都啃了半天的我，硬是花了两天时间才把游戏通关。怎么说，游戏方式很新颖，玩的时候就眼前一亮，有时候连怎么通关的都是一脸懵逼，反正转着转着，就过关了......智商有限没办法哇(*꒦ິ⌓꒦ີ)游戏出二代真的让人很期待，一代剧情治愈又致郁，最适合我这种多愁善感的人玩了，总是能脑补出好多好多剧情。别的不说了，大爱！！,,,1,
软萌什么的……才不是呢,7581556,https://www.taptap.com/user/7581556,gender-empty,2017-11-07 14:06:00,,4,本以为小公主会再次前行或许是她累了吧想休息了吧……看到游戏名，果断五星只是或许是我审美疲劳了吧再也感受不到当初的感动了游戏不错，无论是画质，玩法，还是难度，剧情，都应该极好最后还是扣一颗星，抱歉，我累了（完）,,,2,
Hank Zang,91242,https://www.taptap.com/user/91242,male,2017-11-08 04:26:11,,5,从这款游戏一出来我便下载了，然后认认真真的享受着每一关，当全部通关完后就一直在等待第二部，也就是这一部了，从安卓版刚发布当天，就毫不犹豫的买了，然后花了点时间通关了，感觉两部都超级喜欢，不管是视觉还是音效，所以我给5星好评，希望以后作者能给玩家带来更好的游戏,三星 Galaxy S6 edge+,,,
幻星,2974519,https://www.taptap.com/user/2974519,gender-empty,2017-11-07 13:48:33,,4,"收到短信立马滚了过来然而，贵，而且关卡少，也没啥新东西，2小时不到就通关了，比起第一部层出不穷让人头晕的套路，第二部大概就只剩套路了剧情……第一部各种感动，第二部……师生情？或者是母女情？就跟写作文没东西可写的时候强行感动一波一样""哭，都给我哭！(இωஇ )(இωஇ )”还有一些挑刺的毛病:1.披风好难看啊2.第十章(植物园)背景音里面“哒哒哒哒哒哒哒哒哒哒哒哒哒哒哒哒……”",ZUK ZUK Z2151,,2,
spica,15424582,https://www.taptap.com/user/15424582,male,2017-11-07 13:42:03,,4,没法给满星，真的流程短小，剧情模糊【虽然一代也模糊】，新元素不多，只有光线树和同事操作两个人，并且大部分关卡设计的无脑，转转圈点点点就能过，作为一部神作的续作实在是大打折扣让人觉得这价格不值得，就当是给第一部一起补票了吧如果dlc能让我改观的话再说5星的事吧,Xiaomi MI MAX 2,,2,
apblkp,12237544,https://www.taptap.com/user/12237544,gender-empty,2017-11-13 23:11:49,,5,不知道为什么会有那么多人因为要钱就差评，本来就是付费游戏，第一部也是付费，张口闭口要免费，腾讯代理的中国区全球最低价，Googleplay上都要30多，再说凭什么免费给你玩，你又没参与游戏制作，你是想白嫖吗，我觉得开发者可不会给你们这些用盗版用习惯的低保户做公益,iPod touch (6th Gen),,1,
残喘💨,4092922,https://www.taptap.com/user/4092922,male,2017-11-07 13:30:15,2分钟,5,比一更暖心，母女之间的互动，让人更为感动，游戏还是采用几何来挑战我们视觉，本人已经玩了两关，真心好玩(๑• . •๑)，虽说是被腾讯代理了，但腾讯还是能控制住自己的，没在里面植入什么氪金之类的东西，只是让支付简单了点，可以微信支付，qq支付，如果说腾讯在里面加了氪金项目，等于毁了这款游戏，如果这样，我宁愿去玩一。,Meizu M6 Note,,2,
草佑_,4541819,https://www.taptap.com/user/4541819,female,2017-11-12 08:38:13,14分钟,4,比起一代，二代真的超简单啊！但是BGM和剧情还是秒杀一代，扣一星给难度,,,6,
大魔王趴趴,4803163,https://www.taptap.com/user/4803163,female,2017-11-07 20:34:13,,5,期待了很久的新作，结果打开评论，前几条就是说没有第一部好玩，难度下降了，当时真的有点担心害怕自己会失望结果玩完以后发现自己完全多虑了(所以好不好不要听别人讲，自己试试才知道)，相比第一部孤寂，冷色调的主线，第二部更偏向于暖色调，主题围绕亲情展开，画风更加唯美，尤其bgm比1好听多了，全程耳机舍不得摘下来2333～对于许多玩家说2没有1好，我不赞同，不过萝卜青菜各有所爱，好不好还是自己玩玩才知道～,OPPO OPPO R11,,1,
盼君归来期,6185776,https://www.taptap.com/user/6185776,gender-empty,2017-11-07 10:51:13,,4,真的是期待了很久，等了很久。但是说实话，2下载玩过之后，初体验觉得并不好。我的确不喜欢腾讯，但是对游戏的评价与对腾讯的偏见无关 。首先是每个人都关注的付费问题，纪念碑谷1免费章节全通关之后，我二话没说就买了游戏。但是，2没有给我这个欲望。只有小三关，立刻需要付费，瞬间给我一种，这游戏怎么到了腾讯手里就变成迷之氪金游戏了？三关真的完全没体验出游戏质感如何，虽然是游戏老粉，知道游戏很良心，但是，我相信游戏却不能完全相信腾讯。很重要的一点，纪念碑谷1很清晰的告诉玩家，你所有的付费金额将买到多少章节多少东西，心里是有底的。但是2全然没有任何相关字眼，只告诉你，打折了18块，买了就解锁，综合游戏初体验，不想买。接着，游戏内容，对比1来说目前感觉最大革新就是关卡最后体验还不错。更换了不同的剧情，画风整体比1偏暗。虽然只玩了三关，这也就是整体体验了，看了论坛说:制作人员也要吃饭，花钱买个正版游戏没什么，相关言论也不少。因为腾讯就无脑喷的确实过分，想为正版游戏花钱也没什么，但是游戏体验是自己的，没有体验的花钱也浪费的。这个游戏对路人粉或者初见游戏的来说，感觉真的不值得购买。,OPPO OPPO R11 Plus,,,1
星空.无悔,16111072,https://www.taptap.com/user/16111072,gender-empty,2017-11-16 20:07:18,,4,剧情感人，画风唯美，锻炼思维推荐玩,OPPO R9,,1,
Yukina,2815217,https://www.taptap.com/user/2815217,female,2017-11-16 19:36:17,,5,很棒的游戏，已经通关，母亲和孩子的故事会打动每一个人。,小米 6,,1,
墨竹轮回,3422069,https://www.taptap.com/user/3422069,gender-empty,2017-11-07 19:31:10,,5,没有说不值的感觉，毕竟我也是花了三十玩儿了正版一的人……就是，感觉好短哦……要是再长点就好了……前前后后大概花了一个多小时吧，比起一来说短了不少，也少了当初那么酣畅淋漓的解谜感，大概是从烧脑解谜游戏变成了轻解谜故事游戏，大概也算是补全了世界观?一个关于成长与旅程的双线故事，新加入的元素也特别让人惊艳，总而言之，还算是不错(๑＞ڡ＜)☆,华为Mate 9,,1,
弹吉他的碎娃,3438020,https://www.taptap.com/user/3438020,male,2017-11-17 02:42:04,,5,画风依旧好 但从一开始就觉得难度系数有点儿低,小米MIX,,,
帅比,5511721,https://www.taptap.com/user/5511721,male,2017-11-07 12:07:09,,4,说一下吧，这个游戏的游戏体验没的说，能看到制作组满满的诚意，但是有一个很大的问题，就是它在中国的售价与它的游戏寿命不成正比。不得不说2给玩家的感受就是游戏很短，不值这个价。这个游戏售价4美刀，但我们都知道中国和美国的消费水平是不一样的。我知道价格已经是既定的事实，所以制作组现在能做的也就是希望制作组能为2做好它的dlc，真正让玩家觉得物有所值。,三星 Galaxy Note5,,2,
水镜凌轩,1295488,https://www.taptap.com/user/1295488,gender-empty,2017-11-06 18:37:19,,5,画面还是一如既往的美wwww因为是学生党上课偷玩所以没有开音乐无法评价音乐，大概一个小时左右的游戏时间想说太短啦！希望可以出dlc吧。相比一来说:有点小贵，难度没有太大。emmmm中文有三个版本的翻译，每个都很好，英文没有看。下载之后需要登录账号，qq或者微信，之后的购买游戏是记录在登录的账号上的。不要觉得腾讯代理就嫌弃啊_(:зゝ∠)_跟腾讯丝毫没有关系啊而且充钱也不能变得更强233333故事讲的（个人理解）大概是一个妈妈和一个女儿的故事，女儿最后长大了，分离又重聚，大概是这样吧。等待了这么久没有辜负期望w五分差评,,,1,
Deadpool,6469561,https://www.taptap.com/user/6469561,gender-empty,2017-11-07 11:13:19,,4,我是在高中时候玩了纪念碑谷1，那时给了我极大的震撼。等第二部纪念碑谷等了很久，昨天晚上被通知上架以后就立即下了。在通关之后，有些小失望，关卡太少，价格和游戏时间有点不配，希望以后能继续更新。相比于第一部，第二部少了第一部的红海和星空那种让人眼前一亮的场景，让我印象深刻的只有随阳光生长的方块数。喜欢这部游戏，也希望她能越走越远,华为Mate 9,,2,
入袋成盒,3357906,https://www.taptap.com/user/3357906,male,2017-11-07 01:30:00,,5,所以这是怎么回事？怎么一上线就和《纪念碑谷2》第一部拉开0.7分？・_・?是第二部谦虚了？还是玩家都拿起刀了？游戏完全不是狗尾续貂，就算你说没了当年那种震撼，但是五星是完全可以给创意满满的脑洞的不对，这应该是：因为有人不喜欢看这腾讯登录？或者是付费章节在腾讯登陆的游戏里面水黑对此感到“恶心”了？嗯，我能理解，这就好像：在一碗海鲜拉面里面看见虾不是虾而是北方蟑螂、泡面吃腻想下馆子的你只吃到了冷饭团………………对腾讯印象为何停留在这样杯弓蛇影的地方。哪有被黑的那样恶心（WC居然真的有一天我们会在《纪念碑谷》的评论区发现水黑）,华为 荣耀畅玩6X,,1,1
陈陈陈陈,2703887,https://www.taptap.com/user/2703887,gender-empty,2017-11-06 18:04:24,,4,希望越大失望越大？？一的盗版玩了两三次，然后看到2出的消息，就一直期待着补个票？今天第一时间下载和买了全部章节，然后总体感觉emmmmmm……四星！！！！故事情节、音效、画面和玩法创新依然无法挑剔，例如光线和植物配合那章的玩法就很nice、、、但是难度实在是太太太太太简单了，虽然官方初衷是利于更多人参与到游戏乐趣之中，，，可是个人觉得忽略了老用户的粘性，估计包括我在内的很多玩家最多只会玩三次，为什么？体验三种文字故事，，如若不然就会一次弃了，等后期更新。。。希望官方下次更新，稍微提升下难度，或者出简单和困难两种游戏模式供玩家选择。。。情怀大家都给满了，今后望官方给一个耐玩的游戏给大家。。。ps:希望腾讯大佬代理就代理，千万别插手这游戏任何内容，标点符号都不要增减一个！！！！！如果后期二次付费的话，mmp我就直接讲了,魅族 Pro 6,,1,
卷卷音,14174830,https://www.taptap.com/user/14174830,female,2017-11-07 17:31:01,,4,刚刚第一次通关，我就来写评论了，画面仍然精致，但是我还是感到1更梦幻，可能是主题的不同?玩完后，第一感觉是，真的，真的，好短，一个小时左右就通关了，解密上更简单了，没有什么太大难题，直到结局的时候有一种该如此，但又想要再继续的念头，总的来说，我认为2没有1耐玩。最后弱弱的问一句，会有追加的dlc吗?,,,1,
白痴公子,9698347,https://www.taptap.com/user/9698347,gender-empty,2017-11-06 17:27:36,,5,下了之后很快就通关啦～画面还是超棒，最后的几何结构是可以自己决定的，最喜欢的是运用阳光的那段还有神圣之门，一个是玩法新颖一个是视觉效果震撼。还有当然就是有图腾的哪一章，图腾真是太可爱了，被踩到眼镜还会叫。。。可怜萌。比起一代来似乎简单了不少？虽然场景还是比较多，但是其实没有太多操作。双人玩法和上一代差不多，只是把图腾换成了人。其实我觉得第七章高塔中间有一段平面与立体的切换很有意思，但是好像只是展示了下，并没有发掘出特别的玩法。,小米5S,,1,
我不是我没有我不可爱QAQ,968762,https://www.taptap.com/user/968762,female,2017-11-06 17:18:28,,4,一小时(可能更少)微信下载版本通关撒fa~创意不减难度不增的好续作，解密相比前作的确有点简单，但配色跟音乐真的很赞，多种版本的汉化风格也十分优美(又有句子可以拿出去装B了不不不这句划掉)，诸如踩图腾眼睛时图腾会带着声效闭眼之类的细节也能看得出十分用心，就是帽子从四次元姨妈巾里掏出来有点心大(￢_￢)。长吁口气的说，还好腾讯没有毁掉这个游戏，从比较贴心的角度来讲，账号登录可以让因为内存不够删掉而日后再下的人(比如我)不会尴尬的重玩一遍才能回味想要的关卡，个人感觉腾讯这一次还是挺可爱的。可是我还是想看到艾达和黄图腾跟乌鸦人继续历险啊QAQ，为什么不做一个长大后的艾达或者萝尔的女儿艾达，而是选择做一对新人物呢感觉很不满足呜啊啊啊。。。说好6号上架结果凌晨没上架害很多人白等还可以归咎于准确上架时间未公布所以双方都不背锅，但你发帖说下午两点上架结果也没上架，不出来解释原因也不出来道歉。。。我从凌晨零点等到一点多，九点醒了等到下午三点，后来还是在微信拿到游戏，TapTap这里除了弧我屁事都没干。不管诚信这锅你们背不背，厂商这一星我扣了，说的难听点，你们活该m9。——来自一名被欺骗感觉心很痛的谷一(滑稽)铁粉,三星 Galaxy Mega 2,,1,
睿 妍,2695906,https://www.taptap.com/user/2695906,gender-empty,2017-11-08 00:21:34,,5,从1到2，游戏难度降低了，但是画面和故事仍然完美，我是这款游戏的忠实粉丝，这样高品质的游戏，我很喜欢，要是关卡能多些再多些就好了，今天下载，今天就通关了，感觉好失落啊~，什么时候出3？着急啊！不知道有没有类似玩法的其他游戏来填补我的空闲时间~,OPPO R7s,,,
觋夕莉,10433817,https://www.taptap.com/user/10433817,gender-empty,2017-11-17 00:14:24,,5,从一代接触到这游戏我才知道原来手机游戏能做到这种境界我觉得最好的手机游戏,小米 6,1,,
等我白条生效了我就改名i-,1877561,https://www.taptap.com/user/1877561,gender-empty,2017-11-07 17:00:42,,5,"之前在ios上玩过,除了要登录之外界面还是很清爽的,还是熟悉的味道,给人内心以慰藉。安卓版相比iOS 商业气息就比较浓厚,不过没办法因为政策原因也可以理解。安卓版比之前iOS 版本吸引人的地方在于加入了名人的翻译版本。虽然我觉得原版的很不错但这确实带了一波节奏。永远支持!",samsung SM-G1650,,1,
大一狗,6128363,https://www.taptap.com/user/6128363,male,2017-11-07 00:11:27,,5,第五关一度让我怀疑有谁给我发qq消息然后怀疑到切出去看看qq发现果然没有人发消息那就顺手把2推荐了几个群——————————————2enmmm 才玩了六关依旧是每秒都是壁纸（坐下坐下，基本操作）依旧是惊艳的几何虽然玩过1会没初遇时那一秒转粉的感觉听说2降低了难度？ enmmm其实我感觉1的难度也不高然而这不高的难度带来的却是柳暗花明当你绕过一个小视觉欺骗后那种惊喜 惊叹我恨不得把碑谷分享给每一个朋友终究还是有人说 那有什么好玩的单机手游……切 他们没这福气不说了 去玩第七关,Xiaomi MI 5X,,,
光霁Joyee,2146094,https://www.taptap.com/user/2146094,female,2017-11-07 16:49:09,,4,等了很久，终于出了。毫不犹豫购买。已通关√通关很顺利，只有两个地方卡了一分钟左右。优点：画风依旧很美，控制两个角色的新模式还是不错的缺点：章节少，难度低，可玩性不高，感觉还不如第一部《艾达的梦》五个小关。说实在的，对于是否由腾讯代理，我并不在意。看见评论里一堆喷我也是头皮发麻。over.,红米4X,,1,
解九瞳。【墨色海棠】,4440779,https://www.taptap.com/user/4440779,gender-empty,2017-11-07 23:44:03,,5,纪念碑谷2，不愧是我期待了这么久的游戏。画面感一如既往的棒，第三关突然分开的时候有点吓一跳，而且点单独进门的时候她会做一个呼唤孩子的动作然后止步不前，细节超级棒。而且最后到地方了，可以自己去画那个图形，感觉可以一直画下去×总之很美好了。,vivo V6Plus,,,
十方,9386828,https://www.taptap.com/user/9386828,male,2017-11-07 09:22:15,,5,真不明白为什么总有些玩家看见要付费就给一星，怕不是1就是玩的盗版。滚去玩王者荣耀吧。我给五星，因为我能看到作者的诚意和情怀。剧情画风依旧引人入胜，操作模式没有太大突破，但蜕变是让我觉得眼前一亮的光卡，树的成长伴随者孩子的成熟，从幽室里一线阳光到最后破壁生长，孕育出长大的女孩，妙不可言。2相比1难度较小，流程偏短，希望之后能增添一些章节。,OPPO OPPO R11,,2,
月台旅人,2692099,https://www.taptap.com/user/2692099,male,2017-11-07 23:22:40,,5,虽然纪念碑谷2依旧延续了1唯美的画面和精巧的设计，但是总体给人感觉少了很多“惊喜”。而且难度相对1来说，感觉下降了很多，大概一个多小时就可以通关了。也许2可能无法超越过1，但也算得上是佳作。如果还有3的话，我还是会继续支持的。,小米手机5,,,
在你以后,7074066,https://www.taptap.com/user/7074066,gender-empty,2017-11-07 15:41:26,,5,这三星是全给情怀      剩下的 给艾达    腾讯的游戏 我不多说了  大家都懂 没钱玩不了 就那么简单   对于 我一开始玩了两关来说   就够了  我付不起钱 我也不会去玩这种  这次的下载 只是留念一下第一部的艾达   这样子用钱玩 我不会去玩  就这样了  卸载,红米4,,1,
eeleom,10318155,https://www.taptap.com/user/10318155,gender-empty,2017-11-16 22:40:15,,5,剧情超棒啊...,小米 6,1,,
一勺,3645992,https://www.taptap.com/user/3645992,gender-empty,2017-11-07 22:37:43,,5,五星给情怀吧。难度降低了，通关完全没有1代的那种成就感。讲述的似乎是艾达公主小时候/年轻时候和妈妈一起的故事。emmmm剧情略暖但是和一代比稍显得单薄。不过画面的表现力依然让人惊艳，希望以后还会补充新的地图。不知道内购重装后能不能保留啊……手机内存不够我是删还是不删呢…要是有完整版购买就好了。,小米 6,,,
宋小乙,415080,https://www.taptap.com/user/415080,gender-empty,2017-11-07 22:37:13,,5,通关了，通关时间不长，游戏难度不高，本作与第一部相比总体不如，第一游戏难度，第二游戏创意，第三没有DLC番外篇，亮点我觉得母女双线并不创新，真正让我眼前一亮的是，随着光线生长的树，但是出现频率很有限，如果没玩过一，我可能会觉得二是一个好游戏，但是有了对比，不求多创新，但求不退步，当年一是买的正版，觉得很值，二买的正版，觉得失望。以上属个人意见，请各位细斟酌,vivo X7,,,
小马儿🍭,13216984,https://www.taptap.com/user/13216984,gender-empty,2017-11-16 22:32:08,,4,玩通关了  没难度,OPPO R9s,,,
张小跑🌚,10102012,https://www.taptap.com/user/10102012,gender-empty,2017-11-16 22:32:02,,5,很好玩，考验智商，就是关太少了,vivo X9,,,
北城筑凉,7360503,https://www.taptap.com/user/7360503,male,2017-11-07 15:03:40,,5,"18软妹币入手，给五星。首先想比一而言，多了些新的过关元素，其中通过光线来控制树的生长是一个亮点，里面的小船水面等细节无不显示游戏制作者的用心。可是，，你关卡能多些么qaq,难度也不大，作为一款通关之后就难玩第二遍但我游戏，内容实在太少了，通关十四章能花多长时间￣へ￣。吐槽一下好多关卡只要转动一下就行了，连脑子都不用动了。。。总之，希望游戏越做越好吧，期待三，希望能给我不一样的感觉。",vivo X6Plus,,1,
夏,8207688,https://www.taptap.com/user/8207688,gender-empty,2017-11-06 17:23:23,,5,真好 老朋友没有变 还是那个好看的 有欺骗性的 感人的她 只是多了个小姑娘 一蹦一蹦的 乖乖跟在母亲后面 重逢对得起久别五星好评 虽然背景略逊色于一 但是 她是纪念碑谷呀 而且也多了些新玩法 具体不多说留给大家去探索 至于那些说吃相难看的 也不知道是谁吃相难看☺ 没玩过一情有可原 玩过一的我只能说呵呵呵呵😃 这跟腾讯代理完全没关系好吗😁,三星 Galaxy J5,,4,
快闪，我要开眼了。,226131,https://www.taptap.com/user/226131,male,2017-11-07 21:59:05,,5,我不会怎么说，我只会写下自己的感受。游戏给了我唯美的感观，每一个场景都觉得很舒服，再加上那忽上忽下的背景音乐，让我身临其境，也让我感到“孤独和快乐”游戏可以惊险刺激也可以幽默搞笑，但我也会喜欢这种纪念的味道。,乐1S,1,,
一心只想王宝钏,2114542,https://www.taptap.com/user/2114542,female,2017-11-07 07:19:11,,5,我的评价就是挺简单的 昨天断断续续玩了一下午已经通关了章节太少了 不过瘾 而且有一种故事没讲完的感觉画面依旧好评 （除了那个黑白的个人不太喜欢……）给五星是因为：就算这个游戏像放幻灯片一样把关卡全给我放一遍我也可以冲着画面打5星 更何况它还这么好玩！！,一加手机5,,2,
欧忒耳佩,6152230,https://www.taptap.com/user/6152230,male,2017-11-07 21:37:37,,5,也去其他各个平台看了一下，比如手机的应用商店之类的，说实话真的寒心。除了TapTap的玩家，外面基本都是因为收费而给1星差评的，理由也是千篇一律的因为收费所以影响心情不想玩blablabla。只能说，中国玩家的消费意识有待提高。,OPPO R9s Plus,,,
9S,929210,https://www.taptap.com/user/929210,gender-empty,2017-11-07 21:37:31,,5,(ﾉ´ｰ`)ﾉ不管怎么样还是要支持正版的√总之第一把玩下来就感觉通关会挺快的，没有一那么难，每关流程变短了。不过画面和音乐还是很赞√印象很深的一个画面就是小红帽【姑且先把罗尔的孩子叫成小红帽?_(:з」∠)_】在一个关卡的最后从一个全是黄树叶冒出来，站在一朵花里，还长大了。讲真玩到这里的时候还是蛮惊艳的√,,,,
🍬淮南橘,14974083,https://www.taptap.com/user/14974083,gender-empty,2017-11-07 21:28:23,,5,我第一次玩纪念碑谷的时候就是被它的场景所吸引，十分绚丽，很震惊，玩过以后，因为后面的需要买于是没有再玩下去，结果现在纪念碑谷2出来了，场景依旧惊人，甚至比1还要好玩，感觉每一章都讲述了一段人性故事一般，很有感觉，希望继续加油下去！,OPPO A59,,,
河狸水里游,243305,https://www.taptap.com/user/243305,gender-empty,2017-11-07 21:25:49,,5,比起一代，二代简直简单到爆炸，说实话可玩性也下降了，通关太快了。不过画面还是很精美，玩法和一代一样，故事其实也不错，对于亲子互动应该是很有益的。（emmm虽然我是一个人玩的）。单从个人来讲，还是希望难度不要降那么大。,vivo xplay5,,,
朝花夕拾,9092658,https://www.taptap.com/user/9092658,gender-empty,2017-11-16 21:23:26,,5,很好的游戏 刷第二遍时调戏小女孩,OPPO A59,,,
玩弄可爱妹妹的小丁丁,533194,https://www.taptap.com/user/533194,female,2017-11-13 21:21:19,44分钟,4,通关打卡，相当于1来说确实有点点失望呢,OPPO A57,,,
零式-祈愿者,14164408,https://www.taptap.com/user/14164408,gender-empty,2017-11-07 21:20:40,,5,1：游戏和以前一样有趣。2：故事和以前一样有趣。3：操作和以前一样简单。4：难度比以前简单。5：有了比以前更让我会心一笑的感动。6：也许我是用玩游戏的方式，去回应碑古建筑师的那份心意。7：也许建筑师是用碑古的艺术，去启事和指引我们那迷茫的心。,华为 荣耀6,,,
暗影之龙,15390150,https://www.taptap.com/user/15390150,male,2017-11-06 23:36:49,,5,游戏品质还在，不要无脑跟风黑。腾讯代理，正版才能做下去，不然像一代那样到处都有盗版。黑收费的，我只对你说呵呵。黑这游戏卖的贵的估计从未玩过主机游戏。PS4上的游戏比steam贵不还是一样买。不说了，垃圾g胖，又骗我钱。,华为麦芒4,,3,
箱子,5586369,https://www.taptap.com/user/5586369,gender-empty,2017-11-07 21:03:24,,5,画风音乐一如既往的棒！母女两人的世界线是新的亮点，还有神圣几何换成了由玩家创造的形状也是十分有意思。从剧情上体会到了女儿的成长，十分有意思。不过少了类似1中的乌鸦的配角，气氛上没那么严肃了，但是难度降低了一点，可以设计的通关元素也少了。如果继续做一个更难一点的番外就更棒了！像1中的箱子那种，充满未知与惊喜。, 华为荣耀7,,,
手机用户13893617,13893617,https://www.taptap.com/user/13893617,gender-empty,2017-11-07 20:59:25,,4,毁了毁了，第一部还怪新颖，第二部成了一场文艺派的狂欢，我就是个粗人，第二部纪念碑谷就像花雕萝卜菜，技术含量十足也都说好看，但是能吃的部分不多。举个例子那些年的渣画质仙剑，就是分量十足的一碗面，热腾腾的，量足。不玩了，接着吃鸡去,红米Note 4X,,,
一羽箫韶,6240438,https://www.taptap.com/user/6240438,gender-empty,2017-11-07 20:53:09,,4,emmmm冲着前作给四星吧，我刚觉得是不是要开始难了就结束了…有人说这是定位问题，主题亲情于是降低难度是有考虑亲子…所以我们不是正确的目标玩家？😂【可是难度就是不够嘛，小声bb.jpg】画面依然很美，又有了三个不同汉化版本选项，章节结束后自己画星光花也很棒√不和第一部比的话真挺不错的,荣耀6,,,
摸鱼,8972004,https://www.taptap.com/user/8972004,gender-empty,2017-11-07 09:45:43,,5,还是熟悉的画风，还是熟悉的味道。本作延续了1的玩法，同时追加了一些操作。剧情走温情路线，别的不说，看到最后空中炸开的无数几何图案，确实是有点被感动到了，所谓传承和延续，即是如此吧。游戏难度比1略低，精巧程度也略有不如。另外1的每关都看着非常舒服，但本作有些关卡配色感觉不太和谐。如果以1为对照，本作只能给四星。不过本作有一个特色加分项，通关图案手绘。简直有魔性啊，根本停不下来。不满意可以再通关一次画新的覆盖掉。以及我发现似乎画成功立体图形时(就是手绘旋转过程中你可以看出三维)，关卡封面图会固定不动，非常神奇!然而目前我只成功了两次，要随机画出立体图来好难啊orz关于付费问题，我想提醒下有些不满的朋友，纪念碑谷1和2在ios上都是30元(不过1出得久了有限免)，安卓版本来价格就便宜了(12元和24元)，请不要拿打折价6元来比好么(再说新出的游戏本来就贵啊，不然你等个一两年等降价再玩呗)。至于白嫖，没啥好说的，三观不合出门右转再见。ps：看到图腾的时候超开心的!虽然不是前作那个，但也是老朋友啊(笑),小米 6,,,
夏天到了啊.,16112158,https://www.taptap.com/user/16112158,gender-empty,2017-11-16 20:30:50,,5,码头那章还有最后那章真的感动到了——就好像曾发生过的事情，如今重新上演，送你一程过后，一路顺风。,Xiaomi MI MAX 2,,,
Liiy,14808152,https://www.taptap.com/user/14808152,gender-empty,2017-11-16 20:29:31,,5,没有1好玩，但是也是非常值得一玩的游戏,华为 荣耀畅玩6X,,,
九亿少女的噩梦,3928943,https://www.taptap.com/user/3928943,female,2017-11-07 13:04:41,,5,喜欢这个游戏 相比1来说 多了更多的亲情之类的东西 看见女儿独自坐船离开 心里还有些酸酸的感觉 整体的画面比第一部好看 每一张都可以做壁纸啦 很喜欢 而且这次的腾讯爸爸除了加了一个登录方式 没有别的内购啥的 值得买,OPPO R9 Plus,,1,
杰言式,7895045,https://www.taptap.com/user/7895045,male,2017-11-16 20:11:32,,5,游戏比1容易，但能让我通关的游戏就是好游戏，画面很美，我很喜欢通关后的画星星，哈哈。,华为 荣耀8青春版,1,,
Yuki,4676576,https://www.taptap.com/user/4676576,gender-empty,2017-11-16 12:54:12,,5,当我回过头来打算鄙视那个评论第一的说这游戏没创新没诚意的评论时候 那个评论已经不在前面了,HUAWEI STF-AL10,,1,
✄叛逆ポ :-D 輕舞☃◎,6043309,https://www.taptap.com/user/6043309,gender-empty,2017-11-06 20:01:11,,5,从纪念碑谷1一路走来，陪着公主跨过了一道又一道难关。如今在新的舞台上，又能伴着萝拉和女儿一同成长，经历。这是一件满溢着爱和感动的艺术品。这一作的主题算是成长吧，女儿从一直接受着母亲的荫蔽，再到在母亲的陪同下解决问题，随后独当一面获得蜕变，最终与母亲重逢，拥抱。这，不就是成长的真实写照吗？虽然这一作有着一些缺点，比如难度确实降低了许多，挑战性显得有些弱。但是它的创新也是毋庸置疑的。emmmm顺便吐槽一下游戏时间有点短23333，求出dlc啊！最后，果然还是不希望纪念碑谷的终结啊。。。暗中求一下下一部_(:з」∠)_愿神圣几何重临于世！,华为荣耀V8,,,
左也纳,4160599,https://www.taptap.com/user/4160599,male,2017-11-13 12:44:19,2小时56分钟,5,和当年玩1时一样的体验,华为 荣耀畅玩5C,,1,
还沒想好,2809517,https://www.taptap.com/user/2809517,male,2017-11-07 19:53:45,,5,通关留言，玩过纪念碑谷1的应该都能通过，2感觉简单了很多，虽然加了很多不一样的元素，玩法和解密也增加了不少，但就是太少了，玩不够，太简单了有点，刚熟悉新套路新玩法，给个教程关卡就结束了，可以吧几个新套路新玩法夹在一起，这样既可以增加难度也增加关卡，比如我就很喜欢那个树的玩法，晒到阳光还能长大，很有趣，在多几个这样的关卡就更好了，总之，这游戏我很喜欢😍，希望这个系列的游戏能继续下去，我还没玩够呢😄,,,,
羽柒卿,378194,https://www.taptap.com/user/378194,female,2017-11-13 19:52:36,,5,等了超久的纪念碑谷2还是熟悉的风格，熟悉的感觉。迎来了纪念碑谷的回归。继续相伴！,,2,27,3
孤影过,8220367,https://www.taptap.com/user/8220367,female,2017-11-16 19:51:29,,5,满分好评方块树的那关最喜欢了少女心砰砰的,索尼 Xperia X Performance,,,
